inputfile,,,,,,,,,,,min,lower,avg,median,upper,max
jedit-3.2.csv pf,0.18840579710144928,0.15942028985507245,0.2898550724637681,0.2753623188405797,0.17391304347826086,0.2028985507246377,0.2028985507246377,0.18840579710144928,0.18840579710144928,0.15942028985507245,0.15942028985507245,0.18115942028985507,0.2028985507246377,0.18840579710144928,0.2028985507246377,0.2898550724637681,0.04250109651772516
jedit-3.2.csv pf,0.2318840579710145,0.2318840579710145,0.2318840579710145,0.18840579710144928,0.21739130434782608,0.2028985507246377,0.2318840579710145,0.2028985507246377,0.21739130434782608,0.2028985507246377,0.18840579710144928,0.2028985507246377,0.21594202898550724,0.21739130434782608,0.2318840579710145,0.2318840579710145,0.015130878998421086
jedit-3.2.csv pf,0.2702702702702703,0.21621621621621623,0.25675675675675674,0.25675675675675674,0.24324324324324326,0.25675675675675674,0.2702702702702703,0.2702702702702703,0.24324324324324326,0.28378378378378377,0.21621621621621623,0.25,0.25675675675675674,0.25675675675675674,0.2702702702702703,0.28378378378378377,0.01813028089864694
jedit-3.2.csv pf,0.15942028985507245,0.17391304347826086,0.15942028985507245,0.2028985507246377,0.21739130434782608,0.15942028985507245,0.15942028985507245,0.2028985507246377,0.18840579710144928,0.14492753623188406,0.14492753623188406,0.15942028985507245,0.17681159420289855,0.16666666666666666,0.1956521739130435,0.21739130434782608,0.023188405797101456
jedit-3.2.csv pf,0.11940298507462686,0.11940298507462686,0.14925373134328357,0.1044776119402985,0.1044776119402985,0.13432835820895522,0.14925373134328357,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.1044776119402985,0.11940298507462686,0.12388059701492535,0.11940298507462686,0.12686567164179105,0.14925373134328357,0.014999814359881923
jedit-3.2.csv pf,0.20689655172413793,0.25862068965517243,0.20689655172413793,0.1896551724137931,0.22413793103448276,0.25862068965517243,0.20689655172413793,0.22413793103448276,0.20689655172413793,0.2413793103448276,0.1896551724137931,0.20689655172413793,0.22241379310344828,0.21551724137931033,0.2327586206896552,0.25862068965517243,0.022413793103448286
jedit-3.2.csv pf,0.27419354838709675,0.22580645161290322,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.22580645161290322,0.20967741935483872,0.22580645161290322,0.20967741935483872,0.22580645161290322,0.1935483870967742,0.20967741935483872,0.22096774193548385,0.22580645161290322,0.22580645161290322,0.27419354838709675,0.02169939362431243
jedit-3.2.csv pf,0.2857142857142857,0.2698412698412698,0.2698412698412698,0.25396825396825395,0.2698412698412698,0.2698412698412698,0.25396825396825395,0.2698412698412698,0.2857142857142857,0.23809523809523808,0.23809523809523808,0.26190476190476186,0.2666666666666666,0.2698412698412698,0.2698412698412698,0.2857142857142857,0.013837774423938643
jedit-3.2.csv pf,0.22950819672131148,0.19672131147540983,0.2459016393442623,0.22950819672131148,0.22950819672131148,0.2459016393442623,0.22950819672131148,0.22950819672131148,0.26229508196721313,0.2786885245901639,0.19672131147540983,0.22950819672131148,0.23770491803278687,0.22950819672131148,0.2459016393442623,0.2786885245901639,0.021057758325680534
jedit-3.2.csv pf,0.109375,0.109375,0.125,0.125,0.125,0.125,0.140625,0.109375,0.109375,0.140625,0.109375,0.109375,0.121875,0.125,0.125,0.140625,0.011692679333668566
ivy-2.0.csv pf,0.12396694214876033,0.08264462809917356,0.1322314049586777,0.10743801652892562,0.11570247933884298,0.09090909090909091,0.10743801652892562,0.11570247933884298,0.11570247933884298,0.08264462809917356,0.08264462809917356,0.09917355371900827,0.10743801652892562,0.1115702479338843,0.11570247933884298,0.1322314049586777,0.016110403875717296
ivy-2.0.csv pf,0.23770491803278687,0.22131147540983606,0.21311475409836064,0.22131147540983606,0.22131147540983606,0.21311475409836064,0.20491803278688525,0.22950819672131148,0.19672131147540983,0.20491803278688525,0.19672131147540983,0.20901639344262296,0.21639344262295085,0.21721311475409835,0.22131147540983606,0.23770491803278687,0.011707259718922704
ivy-2.0.csv pf,0.128,0.136,0.128,0.128,0.12,0.144,0.136,0.128,0.136,0.144,0.12,0.128,0.1328,0.132,0.136,0.144,0.007332121111929341
ivy-2.0.csv pf,0.125,0.13333333333333333,0.11666666666666667,0.11666666666666667,0.10833333333333334,0.11666666666666667,0.10833333333333334,0.11666666666666667,0.1,0.11666666666666667,0.1,0.1125,0.11583333333333334,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.008700255424092123
ivy-2.0.csv pf,0.11711711711711711,0.11711711711711711,0.0990990990990991,0.11711711711711711,0.11711711711711711,0.11711711711711711,0.11711711711711711,0.10810810810810811,0.11711711711711711,0.0990990990990991,0.0990990990990991,0.11261261261261261,0.11261261261261261,0.11711711711711711,0.11711711711711711,0.11711711711711711,0.00726329526873743
ivy-2.0.csv pf,0.11475409836065574,0.12295081967213115,0.11475409836065574,0.11475409836065574,0.14754098360655737,0.13114754098360656,0.12295081967213115,0.13934426229508196,0.13114754098360656,0.12295081967213115,0.11475409836065574,0.11885245901639344,0.1262295081967213,0.12295081967213115,0.13114754098360656,0.14754098360655737,0.01049692497939811
ivy-2.0.csv pf,0.11403508771929824,0.13157894736842105,0.09649122807017543,0.10526315789473684,0.11403508771929824,0.12280701754385964,0.12280701754385964,0.12280701754385964,0.09649122807017543,0.13157894736842105,0.09649122807017543,0.10964912280701754,0.11578947368421051,0.11842105263157894,0.12280701754385964,0.13157894736842105,0.012280701754385963
ivy-2.0.csv pf,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.07142857142857142,0.08928571428571429,0.08035714285714286,0.08928571428571429,0.08928571428571429,0.07142857142857142,0.08928571428571429,0.07142857142857142,0.08482142857142858,0.08482142857142858,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.007198444418123707
ivy-2.0.csv pf,0.0975609756097561,0.10569105691056911,0.11382113821138211,0.11382113821138211,0.11382113821138211,0.08130081300813008,0.08943089430894309,0.10569105691056911,0.0975609756097561,0.0975609756097561,0.08130081300813008,0.0975609756097561,0.10162601626016261,0.1016260162601626,0.10975609756097561,0.11382113821138211,0.01044327851923994
ivy-2.0.csv pf,0.16379310344827586,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.1206896551724138,0.1724137931034483,0.1810344827586207,0.16379310344827586,0.13793103448275862,0.14655172413793102,0.1206896551724138,0.13793103448275862,0.15000000000000002,0.1422413793103448,0.16379310344827586,0.1810344827586207,0.018164920263539205
jedit-4.0.csv pf,0.24691358024691357,0.30864197530864196,0.24691358024691357,0.25925925925925924,0.2222222222222222,0.2716049382716049,0.24691358024691357,0.2716049382716049,0.2716049382716049,0.2345679012345679,0.2222222222222222,0.24691358024691357,0.25802469135802475,0.25308641975308643,0.2716049382716049,0.30864197530864196,0.023063631718851115
jedit-4.0.csv pf,0.1724137931034483,0.22988505747126436,0.20689655172413793,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.19540229885057472,0.21839080459770116,0.20689655172413793,0.21839080459770116,0.1724137931034483,0.20689655172413793,0.21724137931034485,0.21839080459770116,0.23563218390804597,0.2413793103448276,0.02147303642789587
jedit-4.0.csv pf,0.16091954022988506,0.21839080459770116,0.16091954022988506,0.1839080459770115,0.20689655172413793,0.20689655172413793,0.14942528735632185,0.22988505747126436,0.21839080459770116,0.2413793103448276,0.14942528735632185,0.1724137931034483,0.19770114942528735,0.20689655172413793,0.21839080459770116,0.2413793103448276,0.030323921743156138
jedit-4.0.csv pf,0.13095238095238096,0.19047619047619047,0.17857142857142858,0.14285714285714285,0.10714285714285714,0.16666666666666666,0.16666666666666666,0.19047619047619047,0.16666666666666666,0.19047619047619047,0.10714285714285714,0.15476190476190477,0.1630952380952381,0.16666666666666666,0.18452380952380953,0.19047619047619047,0.026646463435237366
jedit-4.0.csv pf,0.2608695652173913,0.29347826086956524,0.20652173913043478,0.20652173913043478,0.18478260869565216,0.2608695652173913,0.22826086956521738,0.20652173913043478,0.2608695652173913,0.15217391304347827,0.15217391304347827,0.20652173913043478,0.22608695652173916,0.21739130434782608,0.2608695652173913,0.29347826086956524,0.0406120471571074
jedit-4.0.csv pf,0.2,0.1875,0.175,0.1875,0.1875,0.1875,0.1875,0.1875,0.15,0.175,0.15,0.18125,0.1825,0.1875,0.1875,0.2,0.012747548783981967
jedit-4.0.csv pf,0.2717391304347826,0.16304347826086957,0.25,0.32608695652173914,0.2608695652173913,0.2608695652173913,0.2717391304347826,0.22826086956521738,0.2717391304347826,0.2608695652173913,0.16304347826086957,0.2554347826086957,0.25652173913043474,0.2608695652173913,0.2717391304347826,0.32608695652173914,0.038948854059062864
jedit-4.0.csv pf,0.18681318681318682,0.17582417582417584,0.15384615384615385,0.16483516483516483,0.16483516483516483,0.18681318681318682,0.16483516483516483,0.17582417582417584,0.17582417582417584,0.15384615384615385,0.15384615384615385,0.16483516483516483,0.17032967032967034,0.17032967032967034,0.17582417582417584,0.18681318681318682,0.011260385457098461
jedit-4.0.csv pf,0.15853658536585366,0.2073170731707317,0.18292682926829268,0.18292682926829268,0.14634146341463414,0.12195121951219512,0.17073170731707318,0.17073170731707318,0.13414634146341464,0.2073170731707317,0.12195121951219512,0.1524390243902439,0.16829268292682925,0.17073170731707318,0.18292682926829268,0.2073170731707317,0.027159826160146446
jedit-4.0.csv pf,0.2375,0.225,0.2375,0.225,0.25,0.2375,0.2375,0.225,0.25,0.175,0.175,0.225,0.22999999999999998,0.2375,0.2375,0.25,0.020310096011589902
jedit-4.1.csv pf,0.12643678160919541,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.13793103448275862,0.1425287356321839,0.14942528735632185,0.14942528735632185,0.14942528735632185,0.010534656770013426
jedit-4.1.csv pf,0.21951219512195122,0.15853658536585366,0.2073170731707317,0.14634146341463414,0.18292682926829268,0.1951219512195122,0.21951219512195122,0.2073170731707317,0.18292682926829268,0.17073170731707318,0.14634146341463414,0.17682926829268292,0.18902439024390244,0.18902439024390244,0.2073170731707317,0.21951219512195122,0.023928557158961687
jedit-4.1.csv pf,0.14634146341463414,0.15853658536585366,0.2804878048780488,0.2073170731707317,0.24390243902439024,0.17073170731707318,0.17073170731707318,0.25609756097560976,0.1951219512195122,0.1951219512195122,0.14634146341463414,0.17073170731707318,0.20243902439024392,0.1951219512195122,0.22560975609756095,0.2804878048780488,0.04231549164121335
jedit-4.1.csv pf,0.1702127659574468,0.14893617021276595,0.1702127659574468,0.13829787234042554,0.14893617021276595,0.1702127659574468,0.13829787234042554,0.11702127659574468,0.18085106382978725,0.1595744680851064,0.11702127659574468,0.14361702127659576,0.15425531914893617,0.15425531914893617,0.1702127659574468,0.18085106382978725,0.018578988506992532
jedit-4.1.csv pf,0.08139534883720931,0.18604651162790697,0.16279069767441862,0.08139534883720931,0.08139534883720931,0.13953488372093023,0.12790697674418605,0.11627906976744186,0.06976744186046512,0.11627906976744186,0.06976744186046512,0.08139534883720931,0.11627906976744184,0.11627906976744186,0.13372093023255816,0.18604651162790697,0.036770670467074176
jedit-4.1.csv pf,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.18888888888888888,0.17777777777777778,0.23333333333333334,0.2222222222222222,0.24444444444444444,0.2222222222222222,0.2,0.17777777777777778,0.2111111111111111,0.2188888888888889,0.22777777777777777,0.23333333333333334,0.24444444444444444,0.02111111111111111
jedit-4.1.csv pf,0.10975609756097561,0.12195121951219512,0.12195121951219512,0.13414634146341464,0.14634146341463414,0.17073170731707318,0.18292682926829268,0.15853658536585366,0.15853658536585366,0.1951219512195122,0.10975609756097561,0.12804878048780488,0.14999999999999997,0.1524390243902439,0.16463414634146342,0.1951219512195122,0.026745990487147937
jedit-4.1.csv pf,0.10526315789473684,0.11578947368421053,0.16842105263157894,0.16842105263157894,0.17894736842105263,0.14736842105263157,0.16842105263157894,0.17894736842105263,0.16842105263157894,0.16842105263157894,0.10526315789473684,0.15789473684210525,0.1568421052631579,0.16842105263157894,0.16842105263157894,0.17894736842105263,0.024663946344968383
jedit-4.1.csv pf,0.23529411764705882,0.17647058823529413,0.1411764705882353,0.12941176470588237,0.16470588235294117,0.16470588235294117,0.18823529411764706,0.2,0.15294117647058825,0.24705882352941178,0.12941176470588237,0.1588235294117647,0.18,0.17058823529411765,0.19411764705882353,0.24705882352941178,0.036470588235294116
jedit-4.1.csv pf,0.18888888888888888,0.2,0.16666666666666666,0.18888888888888888,0.2,0.2111111111111111,0.2222222222222222,0.18888888888888888,0.2222222222222222,0.18888888888888888,0.16666666666666666,0.18888888888888888,0.19777777777777777,0.19444444444444445,0.20555555555555555,0.2222222222222222,0.016329931618554522
ant-1.7.csv pf,0.18552036199095023,0.16289592760180996,0.1583710407239819,0.18099547511312217,0.17647058823529413,0.18099547511312217,0.17647058823529413,0.16289592760180996,0.17194570135746606,0.167420814479638,0.1583710407239819,0.16515837104072398,0.17239819004524887,0.17420814479638008,0.17873303167420815,0.18552036199095023,0.008692023851718801
ant-1.7.csv pf,0.1506849315068493,0.1461187214611872,0.1735159817351598,0.1689497716894977,0.1552511415525114,0.1689497716894977,0.136986301369863,0.1735159817351598,0.1735159817351598,0.1735159817351598,0.136986301369863,0.15296803652968036,0.16210045662100456,0.1689497716894977,0.1735159817351598,0.1735159817351598,0.012955489460375441
ant-1.7.csv pf,0.12844036697247707,0.16055045871559634,0.13302752293577982,0.13761467889908258,0.14678899082568808,0.14220183486238533,0.13302752293577982,0.14678899082568808,0.1651376146788991,0.13761467889908258,0.12844036697247707,0.13532110091743121,0.14311926605504588,0.13990825688073394,0.14678899082568808,0.1651376146788991,0.011385021693569593
ant-1.7.csv pf,0.18357487922705315,0.19806763285024154,0.178743961352657,0.18357487922705315,0.19806763285024154,0.2222222222222222,0.15458937198067632,0.15458937198067632,0.2028985507246377,0.2222222222222222,0.15458937198067632,0.18115942028985507,0.18985507246376812,0.19082125603864736,0.20048309178743962,0.2222222222222222,0.02256095541803984
ant-1.7.csv pf,0.11574074074074074,0.18981481481481483,0.1527777777777778,0.14814814814814814,0.1574074074074074,0.12962962962962962,0.18518518518518517,0.1712962962962963,0.17592592592592593,0.18055555555555555,0.11574074074074074,0.15046296296296297,0.16064814814814815,0.16435185185185186,0.17824074074074076,0.18981481481481483,0.023245167056728137
ant-1.7.csv pf,0.14146341463414633,0.13170731707317074,0.13658536585365855,0.11707317073170732,0.14146341463414633,0.14634146341463414,0.14146341463414633,0.13170731707317074,0.14634146341463414,0.12682926829268293,0.11707317073170732,0.13170731707317074,0.13609756097560974,0.13902439024390245,0.14146341463414633,0.14634146341463414,0.008847979096203435
ant-1.7.csv pf,0.1407766990291262,0.1796116504854369,0.1650485436893204,0.13106796116504854,0.1553398058252427,0.1553398058252427,0.12135922330097088,0.14563106796116504,0.12135922330097088,0.12135922330097088,0.12135922330097088,0.1262135922330097,0.1436893203883495,0.14320388349514562,0.1553398058252427,0.1796116504854369,0.019197786342995328
ant-1.7.csv pf,0.18055555555555555,0.18055555555555555,0.18055555555555555,0.21296296296296297,0.1712962962962963,0.16666666666666666,0.18981481481481483,0.18518518518518517,0.2037037037037037,0.19907407407407407,0.16666666666666666,0.18055555555555555,0.18703703703703703,0.18287037037037035,0.19444444444444445,0.21296296296296297,0.013764878469739356
ant-1.7.csv pf,0.2383177570093458,0.21962616822429906,0.21495327102803738,0.22897196261682243,0.2570093457943925,0.2336448598130841,0.205607476635514,0.22897196261682243,0.20093457943925233,0.19158878504672897,0.19158878504672897,0.2102803738317757,0.22196261682242988,0.22429906542056074,0.23130841121495327,0.2570093457943925,0.018486019107338766
ant-1.7.csv pf,0.16097560975609757,0.14634146341463414,0.15121951219512195,0.16585365853658537,0.17073170731707318,0.14634146341463414,0.15609756097560976,0.16097560975609757,0.15609756097560976,0.17073170731707318,0.14634146341463414,0.15365853658536585,0.15853658536585363,0.15853658536585366,0.16341463414634147,0.17073170731707318,0.008519145949547804
camel-1.6.csv pf,0.3192982456140351,0.36140350877192984,0.3157894736842105,0.34035087719298246,0.2982456140350877,0.3333333333333333,0.3333333333333333,0.35789473684210527,0.3368421052631579,0.3192982456140351,0.2982456140350877,0.3192982456140351,0.3315789473684211,0.3333333333333333,0.3385964912280702,0.36140350877192984,0.018316327208615008
camel-1.6.csv pf,0.3062730627306273,0.2952029520295203,0.31365313653136534,0.28413284132841327,0.31365313653136534,0.2767527675276753,0.28413284132841327,0.3025830258302583,0.26199261992619927,0.3284132841328413,0.26199261992619927,0.28413284132841327,0.2966789667896679,0.2988929889298893,0.30996309963099633,0.3284132841328413,0.019045738598618366
camel-1.6.csv pf,0.2692307692307692,0.27972027972027974,0.28321678321678323,0.2762237762237762,0.2937062937062937,0.2867132867132867,0.2692307692307692,0.3006993006993007,0.2727272727272727,0.24475524475524477,0.24475524475524477,0.27097902097902093,0.2776223776223776,0.27797202797202797,0.284965034965035,0.3006993006993007,0.014685314685314681
camel-1.6.csv pf,0.3698630136986301,0.3664383561643836,0.3184931506849315,0.3116438356164384,0.3561643835616438,0.3493150684931507,0.3458904109589041,0.3458904109589041,0.3321917808219178,0.3595890410958904,0.3116438356164384,0.339041095890411,0.3455479452054794,0.3476027397260274,0.3578767123287671,0.3698630136986301,0.018470940493372324
camel-1.6.csv pf,0.3321554770318021,0.28975265017667845,0.31802120141342755,0.31448763250883394,0.3568904593639576,0.31802120141342755,0.2968197879858657,0.2968197879858657,0.3003533568904594,0.303886925795053,0.28975265017667845,0.29858657243816256,0.3127208480565371,0.30918727915194344,0.31802120141342755,0.3568904593639576,0.019110695806346223
camel-1.6.csv pf,0.2687074829931973,0.24489795918367346,0.2653061224489796,0.3163265306122449,0.22108843537414966,0.24489795918367346,0.25170068027210885,0.22789115646258504,0.2925170068027211,0.22448979591836735,0.22108843537414966,0.23639455782312924,0.25578231292517006,0.24829931972789115,0.26700680272108845,0.3163265306122449,0.02913280694607328
camel-1.6.csv pf,0.32234432234432236,0.31135531135531136,0.30036630036630035,0.3076923076923077,0.34065934065934067,0.336996336996337,0.326007326007326,0.304029304029304,0.32967032967032966,0.3333333333333333,0.30036630036630035,0.30952380952380953,0.32124542124542127,0.3241758241758242,0.3315018315018315,0.34065934065934067,0.013710598734221912
camel-1.6.csv pf,0.30584192439862545,0.3161512027491409,0.31958762886597936,0.3333333333333333,0.281786941580756,0.27147766323024053,0.27835051546391754,0.30584192439862545,0.31958762886597936,0.35051546391752575,0.27147766323024053,0.29381443298969073,0.3082474226804124,0.31099656357388317,0.31958762886597936,0.35051546391752575,0.023860282249951816
camel-1.6.csv pf,0.2827586206896552,0.29310344827586204,0.28620689655172415,0.2793103448275862,0.28620689655172415,0.29310344827586204,0.29310344827586204,0.2896551724137931,0.28620689655172415,0.2793103448275862,0.2793103448275862,0.28448275862068967,0.2868965517241379,0.28620689655172415,0.29137931034482756,0.29310344827586204,0.005067909812654842
camel-1.6.csv pf,0.2572463768115942,0.27898550724637683,0.2826086956521739,0.2717391304347826,0.286231884057971,0.3007246376811594,0.2608695652173913,0.25,0.25,0.23550724637681159,0.23550724637681159,0.2536231884057971,0.2673913043478261,0.2663043478260869,0.2807971014492754,0.3007246376811594,0.019020876446966217
camel-1.4.csv pf,0.2796934865900383,0.24521072796934865,0.28735632183908044,0.2950191570881226,0.2988505747126437,0.2720306513409962,0.2720306513409962,0.29118773946360155,0.26053639846743293,0.31417624521072796,0.24521072796934865,0.2720306513409962,0.2816091954022989,0.28352490421455934,0.2931034482758621,0.31417624521072796,0.01902251584261519
camel-1.4.csv pf,0.23673469387755103,0.23673469387755103,0.2530612244897959,0.2571428571428571,0.2612244897959184,0.24489795918367346,0.24897959183673468,0.24489795918367346,0.24489795918367346,0.3020408163265306,0.23673469387755103,0.24489795918367346,0.2530612244897959,0.24693877551020407,0.2551020408163265,0.3020408163265306,0.017977726975955302
camel-1.4.csv pf,0.19029850746268656,0.19776119402985073,0.1865671641791045,0.17537313432835822,0.23134328358208955,0.17537313432835822,0.19029850746268656,0.19029850746268656,0.1828358208955224,0.19402985074626866,0.17537313432835822,0.18470149253731344,0.19141791044776119,0.19029850746268656,0.1921641791044776,0.23134328358208955,0.015023001596415965
camel-1.4.csv pf,0.2175732217573222,0.2301255230125523,0.200836820083682,0.21338912133891214,0.19665271966527198,0.23430962343096234,0.2217573221757322,0.21338912133891214,0.22594142259414227,0.23430962343096234,0.19665271966527198,0.21338912133891214,0.21882845188284522,0.2196652719665272,0.2280334728033473,0.23430962343096234,0.012419097974607387
camel-1.4.csv pf,0.2490974729241877,0.259927797833935,0.2779783393501805,0.26353790613718414,0.24548736462093862,0.2527075812274368,0.24187725631768953,0.2743682310469314,0.2527075812274368,0.259927797833935,0.24187725631768953,0.2509025270758123,0.25776173285198556,0.2563176895306859,0.26173285198555957,0.2779783393501805,0.011208790394411578
camel-1.4.csv pf,0.18773946360153257,0.19923371647509577,0.1839080459770115,0.1685823754789272,0.1685823754789272,0.1724137931034483,0.19923371647509577,0.17624521072796934,0.26436781609195403,0.15708812260536398,0.15708812260536398,0.17049808429118773,0.18773946360153254,0.18007662835249041,0.19348659003831417,0.26436781609195403,0.02862045884595111
camel-1.4.csv pf,0.19708029197080293,0.20437956204379562,0.20437956204379562,0.2116788321167883,0.19343065693430658,0.24087591240875914,0.18248175182481752,0.20072992700729927,0.17518248175182483,0.23357664233576642,0.17518248175182483,0.19525547445255476,0.20437956204379565,0.20255474452554745,0.20802919708029197,0.24087591240875914,0.019380902258907668
camel-1.4.csv pf,0.24436090225563908,0.2669172932330827,0.2631578947368421,0.2669172932330827,0.2593984962406015,0.2556390977443609,0.2593984962406015,0.2556390977443609,0.2556390977443609,0.2781954887218045,0.24436090225563908,0.2556390977443609,0.26052631578947366,0.2593984962406015,0.2650375939849624,0.2781954887218045,0.008580986624446113
camel-1.4.csv pf,0.1520912547528517,0.1482889733840304,0.19771863117870722,0.155893536121673,0.16730038022813687,0.1596958174904943,0.1520912547528517,0.1482889733840304,0.17490494296577946,0.155893536121673,0.1482889733840304,0.1520912547528517,0.1612167300380228,0.155893536121673,0.1634980988593156,0.19771863117870722,0.014548385148067675
camel-1.4.csv pf,0.20318725099601595,0.22709163346613545,0.2151394422310757,0.19123505976095617,0.199203187250996,0.19123505976095617,0.18725099601593626,0.1752988047808765,0.1593625498007968,0.19123505976095617,0.1593625498007968,0.1892430278884462,0.19402390438247014,0.19123505976095617,0.20119521912350596,0.22709163346613545,0.01808694735110146
ant-1.6.csv pf,0.2553191489361702,0.24468085106382978,0.2127659574468085,0.26595744680851063,0.22340425531914893,0.23404255319148937,0.2553191489361702,0.24468085106382978,0.2553191489361702,0.24468085106382978,0.2127659574468085,0.23936170212765956,0.24361702127659574,0.24468085106382978,0.2553191489361702,0.26595744680851063,0.015379608824256336
ant-1.6.csv pf,0.24489795918367346,0.24489795918367346,0.23469387755102042,0.25510204081632654,0.23469387755102042,0.22448979591836735,0.24489795918367346,0.2653061224489796,0.23469387755102042,0.23469387755102042,0.22448979591836735,0.23469387755102042,0.24183673469387754,0.23979591836734693,0.24489795918367346,0.2653061224489796,0.011224489795918368
ant-1.6.csv pf,0.2815533980582524,0.2621359223300971,0.2524271844660194,0.2815533980582524,0.2524271844660194,0.2815533980582524,0.2815533980582524,0.24271844660194175,0.3106796116504854,0.2815533980582524,0.24271844660194175,0.25728155339805825,0.2728155339805825,0.2815533980582524,0.2815533980582524,0.3106796116504854,0.019148624197394187
